Pos,ID,Name,BV,SV,Team,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,483,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0.00
D,484,Davies,4.3,4.3,Spurs,53,0.85,56,1.28,0.00
M,485,Devine,4.5,4.5,Spurs,0,0.00,0,0.00,0.00
D,486,Dragusin,4.3,4.3,Spurs,0,0.00,0,0.00,0.00
D,487,E.Royal,4.5,4.5,Spurs,0,0.00,0,0.00,0.00
G,488,Forster,4.3,4.3,Spurs,1,0.05,1,0.05,0.00
M,489,Gray,4.6,4.6,Spurs,47,1.22,50,1.34,0.00
M,490,Højbjerg,5.0,5.0,Spurs,0,0.00,0,0.00,0.00
M,491,Johnson,6.2,6.2,Spurs,60,2.56,58,2.76,0.00
M,492,Kulusevski,6.2,6.2,Spurs,53,1.93,70,2.85,0.00
M,493,Lo Celso,4.9,4.9,Spurs,0,0.00,0,0.00,0.00
M,494,Maddison,7.4,7.4,Spurs,0,0.00,0,0.00,0.00
D,495,Pedro Porro,5.2,5.2,Spurs,38,0.96,35,1.22,0.00
D,496,Reguilón,4.1,4.1,Spurs,11,0.31,14,0.48,0.00
F,497,Richarlison,6.8,6.8,Spurs,49,2.23,48,2.41,0.00
D,498,Romero,4.9,4.9,Spurs,31,0.70,28,0.80,0.00
M,499,P.M.Sarr,4.7,4.7,Spurs,65,1.94,63,2.03,0.00
F,500,Scarlett,4.4,4.4,Spurs,0,0.00,0,0.00,0.00
M,501,Skipp,4.7,4.7,Leicester,57,1.78,55,1.50,0.00
M,502,Solomon,5.4,5.4,Spurs,0,0.00,0,0.00,0.00
M,503,Son,9.7,9.7,Spurs,33,1.86,31,1.94,0.00
D,504,Spence,4.4,4.4,Spurs,73,1.28,72,1.85,0.00
D,505,Udogie,4.8,4.8,Spurs,33,0.83,34,1.07,0.00
D,506,Van de Ven,4.5,4.5,Spurs,30,0.63,30,0.84,0.00
F,507,Veliz,5.0,5.0,Spurs,0,0.00,0,0.00,0.00
G,508,Vicario,4.8,4.8,Spurs,74,2.52,73,2.52,0.00
M,509,Werner,6.2,6.2,Spurs,17,0.88,17,0.97,0.00
G,510,Whiteman,3.9,3.9,Spurs,0,0.00,0,0.00,0.00
M,511,Álvarez,5.0,5.0,West Ham,25,0.93,26,1.00,0.00
F,512,Antonio,5.2,5.2,West Ham,0,0.00,0,0.00,0.00
G,513,Areola,4.2,4.2,West Ham,94,3.44,93,3.63,0.28
M,514,Bowen,7.7,7.7,West Ham,90,4.51,86,5.04,0.19
M,515,Cornet,4.7,4.7,Southampton,0,0.00,0,0.00,0.00
D,516,Coufal,4.1,4.1,West Ham,25,0.92,27,1.07,0.00
D,517,Cresswell,3.9,3.9,West Ham,20,0.78,24,0.97,0.00
M,518,Downes,4.7,4.7,Southampton,67,1.69,67,1.65,0.00
M,519,Earthy,4.5,4.5,West Ham,0,0.00,0,0.00,0.00
D,520,Emerson,4.4,4.4,West Ham,64,2.45,63,2.69,0.00
G,521,Fabianski,3.9,3.9,West Ham,1,0.05,2,0.06,0.01
G,522,Foderingham,4.2,4.2,West Ham,0,0.00,0,0.00,0.00
F,523,Ings,4.8,4.8,West Ham,0,0.00,0,0.00,0.00
D,524,Kilman,4.3,4.3,West Ham,91,2.90,88,3.13,0.02
M,525,Kudus,6.2,6.2,West Ham,83,3.69,82,4.10,0.00
M,526,L.Guilherme,4.6,4.6,West Ham,11,0.56,14,0.78,0.00
M,527,L.Paquetá,5.7,5.7,West Ham,76,3.40,75,3.66,0.00
D,528,Mavropanos,4.3,4.3,West Ham,39,1.40,39,1.54,0.00
D,529,N.Aguerd,4.4,4.4,West Ham,0,0.00,0,0.00,0.00
M,530,Souček,4.8,4.8,West Ham,71,2.51,70,2.65,0.00
M,531,Ward-Prowse,6.1,6.1,West Ham,56,2.33,55,2.46,0.00
D,532,Zouma,4.4,4.4,West Ham,0,0.00,0,0.00,0.00
D,533,Aït-Nouri,5.1,5.1,Wolves,84,3.16,80,3.07,0.05
M,534,B.Traore,4.8,4.8,Wolves,2,0.09,2,0.12,0.00
M,535,Bellegarde,4.9,4.9,Wolves,43,1.97,46,2.18,0.00
G,536,Bentley,3.9,3.9,Wolves,0,0.00,0,0.00,0.00
M,537,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
M,538,Chirewa,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
F,539,Chiwome,4.4,4.4,Wolves,0,0.00,0,0.00,0.00
M,540,Cundle,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
F,541,Cunha,7.1,7.1,Wolves,68,3.67,66,3.91,0.04
D,542,Dawson,4.2,4.2,Wolves,0,0.00,1,0.03,0.00
D,543,Doherty,4.3,4.3,Wolves,68,2.40,68,2.42,0.00
M,544,Doyle,4.7,4.7,Wolves,9,0.46,11,0.54,0.00
F,545,Fábio Silva,5.0,5.0,Wolves,0,0.00,0,0.00,0.00
F,546,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
M,547,Gonzalez,4.4,4.4,Wolves,0,0.00,0,0.00,0.00
M,548,Guedes,5.3,5.3,Wolves,9,0.55,11,0.69,0.00
D,549,H.Bueno,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
M,550,Hee Chan,6.1,6.1,Wolves,5,0.35,10,0.64,0.00
M,551,Hodge,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
D,552,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0.00
M,553,J.Gomes,4.9,4.9,Wolves,83,2.53,79,2.55,0.00
G,554,José Sá,4.4,4.4,Wolves,94,3.46,93,3.28,0.03
F,555,Kalajdžić,4.8,4.8,Wolves,0,0.00,0,0.00,0.00
G,556,King,4.0,4.0,Wolves,0,0.00,0,0.00,0.00
M,557,Mario Jr.,4.8,4.8,Wolves,0,0.00,0,0.00,0.00
D,558,Mosquera,3.8,3.8,Wolves,0,0.00,0,0.00,0.00
D,559,N.Semedo,4.5,4.5,Wolves,89,2.80,86,2.65,0.00
M,560,Neto,6.1,6.1,Chelsea,83,5.25,75,3.88,0.00
D,561,Pedro Lima,3.9,3.9,Wolves,1,0.07,3,0.14,0.00
M,562,Podence,5.5,5.5,Wolves,0,0.00,0,0.00,0.00
M,563,R.Gomes,5.1,5.1,Wolves,14,0.68,18,0.90,0.00
D,564,S.Bueno,4.3,4.3,Wolves,32,1.01,35,1.08,0.00
M,565,Sarabia,5.0,5.0,Wolves,13,0.75,16,1.02,0.00
F,566,Strand Larsen,5.3,5.3,Wolves,76,3.50,73,3.75,0.00
D,567,Toti,4.3,4.3,Wolves,91,2.71,88,2.56,0.00
G,568,Muric,4.4,4.4,Ipswich,0,0.00,0,0.00,0.00
M,569,Jaden,5.3,5.3,Ipswich,0,0.00,0,0.00,0.00
M,570,A.Fatawu,5.1,5.1,Leicester,0,0.00,0,0.00,0.00
M,571,Savinho,6.1,6.1,Man City,40,2.52,37,2.15,0.10
D,572,Yoro,4.3,4.3,Man Utd,40,0.82,46,1.53,0.00
D,573,Milenković,5.2,5.2,Nott'm Forest,91,3.04,87,2.31,0.05
D,574,Pivas,4.0,4.0,Newcastle,0,0.00,0,0.00,0.00
D,575,Wiley,4.0,4.0,Chelsea,0,0.00,0,0.00,0.00
M,576,Irving,4.7,4.7,West Ham,0,0.00,1,0.09,0.00
M,577,Lindstrøm,5.0,5.0,Everton,0,0.00,4,0.24,0.00
D,578,Calafiori,5.8,5.8,Arsenal,15,0.65,22,1.21,0.00
D,579,Sessegnon,4.2,4.2,Fulham,40,1.70,42,1.77,0.01
D,580,Huijsen,4.5,4.5,Bournemouth,87,1.73,85,4.21,0.00
G,581,Jørgensen,4.2,4.2,Chelsea,2,0.09,4,0.17,0.00
D,582,O'Brien,4.5,4.5,Everton,70,3.37,88,1.88,0.07
D,583,Townsend,3.9,3.9,Ipswich,6,0.21,16,0.59,0.00
M,584,Brereton Díaz,4.8,4.8,Southampton,0,0.00,0,0.00,0.00
M,585,I.Sarr,5.6,5.6,Crystal Palace,78,3.94,80,3.15,0.74
D,586,J.Cuenca,4.4,4.4,Fulham,5,0.15,7,0.20,0.00
M,587,Summerville,5.5,5.5,West Ham,0,0.00,0,0.00,0.00
M,588,G.Rodríguez,4.8,4.8,West Ham,0,0.00,1,0.07,0.00
F,589,Füllkrug,6.7,6.7,West Ham,55,2.78,53,3.03,0.00
F,590,Osula,4.9,4.9,Newcastle,11,0.59,11,0.69,0.00
D,591,Todibo,4.2,4.2,West Ham,80,2.63,77,2.81,0.00
D,592,J.Araujo,4.3,4.3,Bournemouth,36,1.02,36,1.85,0.00
D,593,De Ligt,4.8,4.8,Man Utd,39,0.81,73,2.44,0.00
D,594,Mazraoui,4.2,4.2,Man Utd,58,1.28,52,1.81,0.01
M,595,Gruda,5.4,5.4,Brighton,17,0.98,17,1.07,0.00
M,596,Jota Silva,5.9,5.9,Nott'm Forest,31,1.63,26,1.31,0.00
M,597,Lewis-Skelly,4.5,4.5,Arsenal,69,2.16,66,2.34,0.00
D,598,Bogarde,3.9,3.9,Aston Villa,5,0.25,4,0.18,0.00
G,599,Dennis,3.9,3.9,Bournemouth,0,0.00,2,0.10,0.00
M,600,Ayari,5.0,5.0,Brighton,44,1.74,44,1.84,0.00
M,601,Moran,5.0,5.0,Brighton,0,0.00,0,0.00,0.00
M,602,Trevitt,4.4,4.4,Brentford,0,0.00,0,0.00,0.00
M,603,Armstrong,4.4,4.4,Everton,0,0.00,0,0.00,0.00
M,604,King,4.4,4.4,Fulham,4,0.28,3,0.22,0.00
M,605,Godo,4.4,4.4,Fulham,0,0.00,0,0.00,0.00
M,606,Alves,4.4,4.4,Leicester,0,0.00,0,0.00,0.00
M,607,O’Reilly,4.9,4.9,Man City,47,2.01,41,1.68,0.00
M,608,Dibling,4.3,4.3,Southampton,29,1.22,28,1.18,0.00
F,609,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0.00
M,610,Moore,4.5,4.5,Spurs,7,0.40,6,0.39,0.00
M,611,Szmodics,5.7,5.7,Ipswich,6,0.37,9,0.56,0.00
M,612,Odobert,5.3,5.3,Spurs,58,2.27,54,2.38,0.00
M,613,Collyer,4.5,4.5,Man Utd,0,0.00,4,0.16,0.00
M,614,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0.00
G,615,Rushworth,3.9,3.9,Brighton,0,0.00,0,0.00,0.00
D,616,Nelson,4.0,4.0,Leicester,0,0.00,0,0.00,0.00
F,617,Evanilson,5.8,5.8,Bournemouth,88,3.89,85,6.75,0.39
M,618,Georginio,5.0,5.0,Brighton,2,0.16,22,1.31,0.00
M,619,Cajuste,4.5,4.5,Ipswich,55,1.88,56,1.83,0.00
M,620,Sosa,5.5,5.5,Nott'm Forest,16,0.92,12,0.66,0.00
M,621,João Félix,5.9,5.9,Chelsea,0,0.00,0,0.00,0.00
M,622,Berge,5.0,5.0,Fulham,85,2.36,80,2.26,0.00
M,623,M.Fernandes,5.0,5.0,Southampton,83,2.67,82,2.55,0.00
G,624,Begovic,4.0,4.0,Everton,0,0.00,0,0.00,0.00
M,625,Gündogan,6.3,6.3,Man City,55,2.67,54,2.39,0.00
D,626,Kaboré,4.5,4.5,Man City,0,0.00,0,0.00,0.00
D,627,Dixon,3.9,3.9,Everton,0,0.00,0,0.00,0.00
D,628,F.Kadıoğlu,4.4,4.4,Brighton,0,0.00,7,0.29,0.00
M,629,O'Riley,5.5,5.5,Brighton,32,1.66,33,1.80,0.00
D,630,O'Shea,3.9,3.9,Ipswich,89,2.55,85,2.37,0.00
M,631,J.Clarke,5.4,5.4,Ipswich,35,1.81,35,1.77,0.00
M,632,Ogbene,4.8,4.8,Ipswich,0,0.00,0,0.00,0.00
M,633,Merino,6.0,6.0,Arsenal,0,0.00,72,5.04,0.04
M,634,G.Nunes,4.9,4.9,Brentford,11,0.49,10,0.46,0.00
M,635,El Khannouss,4.8,4.8,Leicester,84,3.49,82,2.55,0.00
M,636,Chiesa,6.8,6.8,Liverpool,10,0.68,14,0.97,0.00
D,637,Meupiyou,3.9,3.9,Wolves,0,0.00,0,0.00,0.00
M,638,Oulad M'hand,4.5,4.5,Arsenal,0,0.00,0,0.00,0.00
G,639,Setford,4.5,4.5,Arsenal,0,0.00,0,0.00,0.00
D,640,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00,0.00
G,641,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0.00
M,642,André,5.0,5.0,Wolves,81,2.28,79,2.26,0.00
D,643,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0.00
M,644,Umeh-Chibueze,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0.00
M,645,Devenny,4.5,4.5,Crystal Palace,11,0.55,11,0.47,0.00
M,646,Agbinone,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0.00
M,647,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0.00
F,648,Wheatley,4.5,4.5,Man Utd,0,0.00,0,0.00,0.00
D,649,Meghoma,4.0,4.0,Brentford,0,0.00,0,0.00,0.00
D,650,Lacroix,4.5,4.5,Crystal Palace,91,3.28,88,1.65,0.00
M,651,Mangala,5.0,5.0,Everton,0,0.00,0,0.00,0.00
M,652,Ugarte,4.9,4.9,Man Utd,57,1.64,57,1.83,0.00
D,653,Morato,4.5,4.5,Nott'm Forest,45,1.56,33,0.98,0.00
M,654,C.Soler,5.0,5.0,West Ham,33,1.44,37,1.68,0.00
M,655,Forbs,5.4,5.4,Wolves,0,0.00,0,0.00,0.00
M,656,Young,4.4,4.4,Aston Villa,0,0.00,0,0.00,0.00
D,657,Kacurri,4.0,4.0,Arsenal,0,0.00,0,0.00,0.00
D,658,Heaven,4.0,4.0,Man Utd,9,0.20,20,0.66,0.00
M,659,Kabia,4.5,4.5,Arsenal,0,0.00,0,0.00,0.00
G,660,Jaros,4.0,4.0,Liverpool,0,0.00,0,0.00,0.00
M,661,Yogane,4.5,4.5,Brentford,0,0.00,0,0.00,0.00
D,662,Nichols,4.0,4.0,Arsenal,0,0.00,0,0.00,0.00
D,663,Samuels,4.0,4.0,Brighton,0,0.00,0,0.00,0.00
D,664,Pond,3.9,3.9,Wolves,0,0.00,0,0.00,0.00
F,665,Butler-Oyedeji,4.5,4.5,Arsenal,6,0.42,1,0.11,0.00
D,666,Kporha,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0.00
M,667,Fletcher,4.5,4.5,Man Utd,0,0.00,0,0.00,0.00
G,668,Cahill,3.9,3.9,Brighton,0,0.00,0,0.00,0.00
G,669,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0.00
D,670,Amass,4.0,4.0,Man Utd,50,1.09,43,1.48,0.00
M,671,Wright,4.5,4.5,Man City,0,0.00,0,0.00,0.00
D,672,Simpson-Pusey,4.0,4.0,Man City,0,0.00,0,0.00,0.00
M,673,Fitzgerald,4.5,4.5,Man Utd,0,0.00,0,0.00,0.00
M,674,Maghoma,4.5,4.5,Brentford,9,0.42,11,0.49,0.00
D,675,Wilson-Esbrand,4.0,4.0,Man City,0,0.00,0,0.00,0.00
F,676,Marsh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0.00
D,677,Scarles,4.0,4.0,West Ham,28,1.09,29,1.21,0.00
M,678,Bates,4.5,4.5,Everton,0,0.00,0,0.00,0.00
M,679,Broggio,4.5,4.5,Aston Villa,0,0.00,0,0.00,0.00
D,680,Kinsey,4.0,4.0,Bournemouth,0,0.00,0,0.00,0.00
D,681,McConville,4.0,4.0,Brighton,0,0.00,0,0.00,0.00
M,682,Edozie,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
M,683,Olusesi,4.5,4.5,Spurs,1,0.10,2,0.12,0.00
D,684,Hardy,4.0,4.0,Spurs,2,0.04,2,0.06,0.00
D,685,Slater,4.0,4.0,Brighton,0,0.00,0,0.00,0.00
D,686,Mayers,4.0,4.0,West Ham,0,0.00,0,0.00,0.00
M,687,Winterburn,4.5,4.5,Bournemouth,16,0.63,22,0.93,0.00
M,688,Nyoni,4.5,4.5,Liverpool,0,0.00,0,0.00,0.00
M,689,Williams-Barnett,4.5,4.5,Spurs,0,0.00,0,0.00,0.00
D,690,Amissah,4.0,4.0,Fulham,0,0.00,0,0.00,0.00
D,691,Kukonki,4.0,4.0,Man Utd,1,0.04,0,0.00,0.00
D,692,Nallo,4.0,4.0,Liverpool,3,0.08,3,0.13,0.00
M,693,O'Brien-Whitmarsh,4.5,4.5,Southampton,0,0.00,0,0.00,0.00
M,694,Cartwright,4.5,4.5,Leicester,0,0.00,0,0.00,0.00
M,695,Rak-Sakyi,4.5,4.5,Chelsea,2,0.18,0,0.00,0.00
M,696,George,4.5,4.5,Chelsea,47,3.00,16,0.94,0.00
D,697,Acheampong,4.0,4.0,Chelsea,2,0.10,2,0.10,0.00
F,698,Mubama,4.5,4.5,Man City,0,0.00,0,0.00,0.00
D,699,Dorrington,4.0,4.0,Spurs,0,0.00,0,0.00,0.00
D,700,King,4.0,4.0,Spurs,2,0.04,3,0.08,0.00
M,701,Orford,4.5,4.5,West Ham,0,0.00,0,0.00,0.00
D,702,Harris,4.0,4.0,Bournemouth,0,0.00,0,0.00,0.00
D,703,Alleyne,4.0,4.0,Man City,0,0.00,0,0.00,0.00
G,704,Brits,4.0,4.0,Man City,0,0.00,0,0.00,0.00
D,705,Arthur,4.0,4.0,Brentford,0,0.00,0,0.00,0.00
D,706,Abbott,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0.00
F,707,Rees-Dottin,4.5,4.5,Bournemouth,0,0.00,2,0.18,0.00
D,708,Wilson-Brown,4.0,4.0,Leicester,0,0.00,0,0.00,0.00
F,709,Danns,4.5,4.5,Liverpool,0,0.00,0,0.00,0.00
M,710,Jimoh,4.5,4.5,Aston Villa,0,0.00,0,0.00,0.00
D,711,Okoduwa,4.0,4.0,Wolves,0,0.00,0,0.00,0.00
D,712,Akinmboni,4.0,4.0,Bournemouth,0,0.00,0,0.00,0.00
D,713,Soler,3.9,3.9,Bournemouth,6,0.27,8,0.53,0.00
M,714,Gómez,5.5,5.5,Brighton,25,1.08,25,1.14,0.00
D,715,Godfrey,4.0,4.0,Ipswich,4,0.14,4,0.13,0.00
G,716,Kinsky,4.1,4.1,Spurs,19,0.64,20,0.69,0.00
M,717,Yang,4.5,4.5,Spurs,0,0.00,0,0.00,0.00
D,718,Welington,4.0,4.0,Southampton,13,0.42,14,0.40,0.00
D,719,Kayi Sanda,4.0,4.0,Southampton,0,0.00,0,0.00,0.00
D,720,Agbadou,4.0,4.0,Wolves,90,2.79,88,2.70,0.04
G,721,Hennessey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0.00
F,722,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00,0.00
M,723,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0.00
F,724,Sherif,4.5,4.5,Everton,0,0.00,0,0.00,0.00
M,725,Malen,5.3,5.3,Aston Villa,47,3.69,31,1.97,0.00
D,726,Coulibaly,4.0,4.0,Leicester,16,0.60,10,0.23,0.00
G,727,McKenna,4.0,4.0,Bournemouth,0,0.00,0,0.00,0.00
M,728,Silcott-Duberry,4.5,4.5,Bournemouth,0,0.00,1,0.09,0.00
M,729,Ajayi,4.5,4.5,Spurs,1,0.09,2,0.13,0.00
M,730,Esse,4.7,4.7,Crystal Palace,0,0.00,0,0.00,0.00
D,731,A. Garcia,4.5,4.5,Aston Villa,5,0.23,5,0.18,0.00
D,732,Khusanov,5.0,5.0,Man City,5,0.14,3,0.09,0.00
D,733,Vitor Reis,4.5,4.5,Man City,1,0.04,1,0.03,0.00
M,734,Grønbæk,4.9,4.9,Southampton,0,0.00,1,0.09,0.00
F,755,Marmoush,7.5,7.5,Man City,53,3.25,50,2.77,0.38
G,756,Porter,4.0,4.0,Arsenal,0,0.00,0,0.00,0.00
D,757,Kayode,4.5,4.5,Brentford,45,1.77,27,0.97,0.00
M,758,Knight,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
G,759,Eyestone,4.0,4.0,Brentford,0,0.00,0,0.00,0.00
D,760,Cassanova,4.0,4.0,Spurs,2,0.06,4,0.11,0.00
G,761,Harrison,4.0,4.0,Man Utd,0,0.00,0,0.00,0.00
M,762,M.Asensio,6.1,6.1,Aston Villa,70,5.66,58,3.47,0.01
D,763,Cashin,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
G,764,Palmer,4.5,4.5,Ipswich,93,3.39,93,3.30,0.00
M,765,N.Gonzalez,6.0,6.0,Man City,46,1.79,37,1.42,0.00
D,766,Dorgu,4.5,4.5,Man Utd,54,1.42,51,2.03,0.00
D,767,Danso,4.4,4.4,Spurs,75,1.20,71,1.67,0.00
M,768,Tel,5.8,5.8,Spurs,61,2.57,57,2.76,0.00
D,769,Djiga,4.5,4.5,Wolves,6,0.14,9,0.23,0.00
M,770,Munetsi,5.0,5.0,Wolves,85,3.38,81,3.46,0.00
M,771,Amougou,4.5,4.5,Chelsea,0,0.00,0,0.00,0.00
M,772,Willian,5.0,5.0,Fulham,32,1.60,30,1.48,0.00
M,773,Heath,4.5,4.5,Everton,0,0.00,0,0.00,0.00
D,774,Anselmino,4.0,4.0,Chelsea,0,0.00,0,0.00,0.00
M,775,Coby Ebere,4.5,4.5,Everton,0,0.00,0,0.00,0.00
F,776,Obi,4.5,4.5,Man Utd,38,1.47,38,1.61,0.00
D,777,Fredricson,4.0,4.0,Man Utd,28,0.63,16,0.55,0.00
M,778,Moorhouse,4.5,4.5,Man Utd,0,0.00,0,0.00,0.00
M,779,Koné,4.5,4.5,Man Utd,0,0.00,0,0.00,0.00
F,780,Morgan,4.5,4.5,Brentford,0,0.00,0,0.00,0.00
F,781,Mheuka,4.5,4.5,Chelsea,6,0.56,0,0.00,0.00
D,782,Samuels-Smith,4.0,4.0,Chelsea,0,0.00,0,0.00,0.00
G,783,Graczyk,4.0,4.0,Man Utd,0,0.00,0,0.00,0.00
F,784,Mané,4.5,4.5,Wolves,0,0.00,0,0.00,0.00
M,785,Echeverri,5.8,5.8,Man City,0,0.00,0,0.00,0.00
D,786,Benjamin Fredrick,4.0,4.0,Brentford,0,0.00,0,0.00,0.00
D,787,Genesis Antwi,4.0,4.0,Chelsea,0,0.00,0,0.00,0.00
G,788,Dermot Mee,4.0,4.0,Man Utd,0,0.00,0,0.00,0.00
F,789,Neave,4.5,4.5,Newcastle,0,0.00,0,0.00,0.00
M,790,Gower,4.5,4.5,Arsenal,0,0.00,0,0.00,0.00
D,791,Charlie Tasker,4.0,4.0,Brighton,0,0.00,0,0.00,0.00
M,792,Monga,4.5,4.5,Leicester,9,0.52,11,0.51,0.00
M,793,Jack Henry-Francis,4.5,4.5,Arsenal,0,0.00,0,0.00,0.00
D,794,Freddie Simmonds,4.0,4.0,Brighton,0,0.00,0,0.00,0.00
M,795,Harry Howell,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
D,796,Olabade Aluko,4.0,4.0,Leicester,0,0.00,0,0.00,0.00
M,797,Jake Evans,4.5,4.5,Leicester,0,0.00,0,0.00,0.00
F,798,Jay Robinson,4.4,4.4,Southampton,0,0.00,0,0.00,0.00
D,799,Boniface,4.0,4.0,Ipswich,0,0.00,0,0.00,0.00
M,800,Tom Taylor,4.5,4.5,Ipswich,0,0.00,0,0.00,0.00
D,801,Clarke,4.0,4.0,Arsenal,0,0.00,0,0.00,0.00
G,10068,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0.00
G,10074,Tom McGill,99.9,99.9,Brighton,0,0.00,0,0.00,0.00
M,10152,Josh King,99.9,99.9,Fulham,0,0.00,0,0.00,0.00
F,10189,Rento Takaoka,99.9,99.9,Southampton,0,0.00,0,0.00,0.00
AM,MUN,MUN,0.8,0.8,Man Utd,-,4.54,-,8.74,0
AM,FUL,FUL,1.1,1.1,Fulham,-,3.74,-,7.03,0
AM,IPS,IPS,0.5,0.5,Ipswich,-,4.39,-,4.53,0
AM,LIV,LIV,1.5,1.5,Liverpool,-,5.29,-,7.65,0
AM,ARS,ARS,1.5,1.5,Arsenal,-,6.06,-,8.55,0
AM,WOL,WOL,0.8,0.8,Wolves,-,4.29,-,9.26,0
AM,EVE,EVE,0.5,0.5,Everton,-,7.65,-,5.06,0
AM,BHA,BHA,1.1,1.1,Brighton,-,9.64,-,6.42,0
AM,NEW,NEW,1.5,1.5,Newcastle,-,3.87,-,7.43,0
AM,SOU,SOU,0.5,0.5,Southampton,-,4.62,-,3.46,0
AM,NFO,NFO,1.1,1.1,Nott'm Forest,-,5.10,-,4.02,0
AM,BOU,BOU,1.1,1.1,Bournemouth,-,5.96,-,8.71,0
AM,WHU,WHU,0.5,0.5,West Ham,-,9.41,-,5.84,0
AM,AVL,AVL,0.8,0.8,Aston Villa,-,7.95,-,5.44,0
AM,BRE,BRE,0.8,0.8,Brentford,-,6.26,-,5.14,0
AM,CRY,CRY,0.8,0.8,Crystal Palace,-,5.42,-,4.98,0
AM,CHE,CHE,1.5,1.5,Chelsea,-,7.94,-,5.88,0
AM,MCI,MCI,1.5,1.5,Man City,-,7.10,-,6.36,0
AM,LEI,LEI,0.5,0.5,Leicester,-,5.49,-,3.42,0
AM,TOT,TOT,1.1,1.1,Spurs,-,4.70,-,7.23,0
