Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
M,182,Palmer,10.5,10.5,Chelsea,87,6.89,86,5.87,84,5.77,83,6.40,82,6.99,81,4.28,80,6.47,81,5.04,0.00
G,183,Petrović,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,184,Renato Veiga,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,2,0.09,1,0.07,2,0.09,2,0.10,0.00
G,185,Sánchez,4.5,4.5,Chelsea,92,3.60,91,3.34,90,3.23,88,3.33,84,3.39,84,2.79,85,3.10,83,2.91,0.00
M,186,Sterling,6.9,6.9,Chelsea,19,1.18,17,1.17,19,1.25,20,1.31,20,1.31,19,1.09,19,1.24,18,1.02,0.00
D,187,Tosin,4.4,4.4,Chelsea,11,0.40,11,0.36,16,0.51,15,0.53,16,0.68,18,0.38,19,0.66,19,0.58,0.00
M,188,Ugochukwu,4.5,4.5,Southampton,56,1.64,65,1.90,64,2.08,63,1.76,64,1.60,63,1.97,61,1.52,61,1.89,0.00
D,189,W.Fofana,4.5,4.5,Chelsea,69,2.58,68,2.22,62,1.90,61,2.18,60,2.49,58,1.07,57,1.93,56,1.56,0.00
M,190,Ahamada,4.5,4.5,Crystal Palace,2,0.11,3,0.15,3,0.16,3,0.15,4,0.20,4,0.21,5,0.26,5,0.26,0.00
D,191,Andersen,4.5,4.5,Crystal Palace,76,2.52,77,2.49,70,1.94,71,2.06,70,0.86,70,2.02,70,2.14,71,2.63,0.01
M,192,J.Ayew,5.4,5.4,Leicester,37,1.80,39,1.73,38,2.08,40,1.49,40,2.08,36,1.86,35,1.86,35,1.83,0.00
M,193,C.Doucouré,5.0,5.0,Crystal Palace,35,1.19,36,1.43,36,1.34,35,1.26,36,1.24,38,1.36,39,1.36,37,1.30,0.00
D,194,C.Richards,4.5,4.5,Crystal Palace,84,1.78,81,3.40,80,2.61,78,2.69,78,1.87,77,2.54,73,2.12,74,2.55,0.00
D,195,Chadi Riad,4.5,4.5,Crystal Palace,64,1.42,60,2.57,60,2.03,62,2.23,63,1.55,61,2.10,66,1.94,62,2.18,0.00
D,196,Clyne,4.5,4.5,Crystal Palace,24,0.64,26,1.15,30,1.07,33,1.23,33,0.90,34,1.23,35,1.12,34,1.24,0.00
M,197,Ebiowei,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,198,Edouard,5.5,5.5,Crystal Palace,42,1.99,41,2.62,39,2.20,40,2.15,40,2.03,41,2.15,42,2.29,42,2.18,0.00
M,199,Eze,7.0,7.0,Crystal Palace,82,4.14,78,5.55,78,4.77,77,4.42,76,4.00,74,4.30,72,4.31,75,4.38,0.73
D,200,Guéhi,4.5,4.5,Crystal Palace,91,1.96,90,3.94,88,3.00,87,3.14,87,2.13,86,2.89,86,2.49,86,3.06,0.00
G,201,Henderson,4.5,4.5,Crystal Palace,92,3.14,90,3.69,90,3.27,89,3.40,89,2.97,87,3.26,87,3.03,87,3.33,0.64
D,202,Holding,4.5,4.5,Crystal Palace,3,0.06,4,0.13,6,0.17,5,0.14,6,0.14,6,0.18,8,0.23,8,0.23,0.00
M,203,Hughes,5.0,5.0,Crystal Palace,14,0.56,20,0.90,22,0.91,21,0.87,22,0.86,22,0.89,22,0.89,23,0.93,0.00
G,204,Johnstone,4.5,4.5,Crystal Palace,3,0.10,5,0.20,5,0.19,6,0.22,6,0.19,7,0.27,7,0.26,8,0.30,0.00
M,205,Kamada,5.4,5.4,Crystal Palace,55,2.40,55,3.23,52,2.70,52,2.56,51,2.35,53,2.55,53,2.65,54,2.67,0.00
M,206,Lerma,5.0,5.0,Crystal Palace,52,1.56,51,1.93,52,1.78,51,1.75,50,1.58,51,1.69,48,1.61,50,1.67,0.00
F,207,Mateta,7.5,7.5,Crystal Palace,81,3.68,78,5.02,77,4.20,74,3.86,74,3.50,73,3.81,73,3.85,73,3.81,0.00
M,208,M.França,4.5,4.5,Crystal Palace,0,0.00,7,0.45,16,0.94,19,1.08,20,1.03,20,1.10,21,1.16,20,1.10,0.00
G,209,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.08
D,210,Mitchell,5.0,5.0,Crystal Palace,85,1.88,84,3.73,82,2.81,82,2.95,81,2.00,79,2.68,79,2.36,77,2.73,0.00
D,211,Muñoz,5.0,5.0,Crystal Palace,88,2.08,85,4.11,83,3.13,80,3.10,79,2.13,78,2.87,77,2.48,77,2.96,0.06
M,212,Ozoh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,213,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,214,Schlupp,4.9,4.9,Crystal Palace,12,0.57,13,0.69,13,0.64,13,0.63,14,0.63,15,0.74,14,0.71,17,0.83,0.00
D,215,Ward,4.5,4.5,Crystal Palace,6,0.18,9,0.38,10,0.34,11,0.41,12,0.37,14,0.49,13,0.46,15,0.57,0.00
M,216,Wharton,5.0,5.0,Crystal Palace,82,2.42,79,3.12,75,2.63,76,2.57,75,2.32,74,2.48,73,2.47,73,2.49,0.00
M,217,A.Doucoure,5.4,5.4,Everton,81,3.37,77,2.67,77,3.12,77,3.11,74,3.09,73,3.12,74,3.23,74,3.04,0.00
F,218,Beto,5.0,5.0,Everton,21,1.38,21,1.14,23,1.44,24,1.46,24,1.54,26,1.58,25,1.63,26,1.56,0.00
D,219,Branthwaite,4.9,4.9,Everton,0,0.00,21,0.46,71,2.15,82,2.49,80,2.11,79,2.55,78,2.69,77,2.30,0.00
F,220,Calvert-Lewin,5.9,5.9,Everton,74,4.16,69,3.10,67,3.69,65,3.45,63,3.57,63,3.64,62,3.64,62,3.40,0.00
D,221,Coleman,4.4,4.4,Everton,17,0.65,42,1.12,42,1.48,41,1.47,42,1.33,37,1.37,38,1.48,35,1.26,0.00
M,222,Gana,5.0,5.0,Everton,85,2.41,76,1.95,74,2.10,74,2.10,72,2.04,72,2.11,71,2.11,68,1.98,0.00
M,223,Garner,5.0,5.0,Everton,14,0.54,76,2.17,75,2.42,73,2.39,72,2.39,71,2.44,70,2.49,72,2.40,0.00
M,224,Harrison,5.5,5.5,Everton,69,3.14,67,2.54,65,2.86,64,2.77,63,2.80,63,2.89,61,2.88,62,2.81,0.00
D,225,Holgate,4.0,4.0,Everton,19,0.69,11,0.31,12,0.43,13,0.47,14,0.47,14,0.51,12,0.47,12,0.43,0.00
M,226,Iroegbunam,4.5,4.5,Everton,73,2.29,39,1.26,39,1.35,43,1.46,44,1.49,45,1.56,47,1.63,48,1.60,0.00
G,227,J.Virginia,4.0,4.0,Everton,0,0.00,0,0.00,1,0.04,0,0.00,1,0.04,1,0.05,1,0.05,0,0.00,0.03
D,228,Keane,4.0,4.0,Everton,48,1.67,39,0.96,16,0.53,10,0.33,13,0.40,13,0.46,14,0.50,15,0.47,0.00
F,229,Maupay,5.0,5.0,Everton,19,1.10,18,0.87,21,1.22,23,1.30,25,1.43,26,1.45,26,1.46,26,1.43,0.00
M,230,McNeil,5.4,5.4,Everton,87,3.83,84,2.99,81,3.42,81,3.38,81,3.50,79,3.48,79,3.60,79,3.37,0.00
D,231,Mykolenko,4.4,4.4,Everton,89,2.96,85,1.85,83,2.71,84,2.70,84,2.32,83,2.82,79,2.89,79,2.56,0.04
F,232,Ndiaye,5.4,5.4,Everton,43,2.16,39,1.67,42,2.06,42,1.99,44,2.18,44,2.22,44,2.26,45,2.17,0.00
M,233,Onana,5.0,5.0,Aston Villa,69,2.42,50,2.00,35,1.44,31,1.26,32,1.25,32,1.23,30,1.22,31,1.11,0.00
D,234,Patterson,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.27,18,0.66,21,0.71,0.00
G,235,Pickford,5.0,5.0,Everton,94,3.40,93,3.05,91,3.42,91,3.34,91,3.10,91,3.42,90,3.41,91,3.35,0.00
D,236,Tarkowski,4.9,4.9,Everton,92,2.90,90,1.83,88,2.70,87,2.71,86,2.26,85,2.78,86,2.93,85,2.56,0.00
F,237,Y. Chermiti,5.0,5.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,238,Young,4.5,4.5,Everton,68,2.55,56,1.47,57,2.06,56,2.03,55,1.80,55,2.12,51,2.06,51,1.87,0.00
M,239,Adama,5.0,5.0,Fulham,62,3.04,59,2.89,58,2.78,57,2.56,56,1.89,55,2.45,53,2.42,53,2.70,0.00
M,240,Andreas,5.5,5.5,Fulham,68,3.40,68,3.59,68,3.36,67,3.02,65,2.24,66,3.08,64,3.01,63,3.27,0.01
D,241,Bassey,4.5,4.5,Fulham,86,2.68,81,2.47,77,2.05,79,2.21,75,0.88,75,2.12,73,2.18,72,2.51,0.00
G,242,Benda,4.0,4.0,Fulham,1,0.04,2,0.08,3,0.12,4,0.14,4,0.12,4,0.15,3,0.13,3,0.13,0.01
M,243,Cairney,5.0,5.0,Fulham,20,0.97,26,1.24,27,1.26,27,1.20,28,1.04,29,1.26,30,1.28,30,1.42,0.00
D,244,Castagne,4.4,4.4,Fulham,33,1.25,35,1.31,37,1.21,35,1.18,40,0.66,38,1.29,39,1.36,39,1.57,0.00
D,245,Diop,4.5,4.5,Fulham,27,0.90,31,1.01,40,1.10,36,1.06,39,0.52,39,1.13,43,1.28,40,1.43,0.00
M,246,Harris,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,247,Iwobi,5.5,5.5,Fulham,84,3.60,81,3.53,77,3.28,76,3.00,75,2.28,75,3.02,76,3.03,75,3.37,0.00
G,248,Leno,5.0,5.0,Fulham,94,3.60,93,3.42,92,3.15,91,3.35,91,2.95,91,3.30,92,3.43,92,3.57,0.00
M,249,Lukić,5.0,5.0,Fulham,44,1.75,25,1.09,27,1.17,27,1.09,29,1.02,29,1.18,31,1.22,31,1.36,0.00
D,250,Mbabu,4.0,4.0,Fulham,3,0.09,5,0.15,7,0.20,8,0.24,8,0.13,11,0.33,12,0.38,12,0.42,0.00
F,251,Muniz,6.1,6.1,Fulham,76,4.11,73,4.07,71,3.82,69,3.42,68,2.44,66,3.27,69,3.38,66,3.64,0.31
F,252,Raúl,5.5,5.5,Fulham,21,1.39,24,1.52,24,1.53,25,1.44,26,1.17,26,1.48,25,1.41,27,1.67,0.00
D,253,Ream,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,254,Reed,5.0,5.0,Fulham,20,0.85,19,0.82,20,0.82,22,0.85,22,0.78,24,0.91,24,0.93,26,1.02,0.00
D,255,Robinson,4.6,4.5,Fulham,88,3.00,83,2.74,83,2.36,80,2.34,79,0.98,76,2.27,75,2.38,75,2.87,0.41
F,256,Stansfield,5.0,5.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,257,Tete,4.5,4.5,Fulham,62,2.29,60,2.13,57,1.80,58,1.88,55,0.82,57,1.81,53,1.84,54,2.19,0.00
F,258,Vinicius,5.0,5.0,Fulham,4,0.29,4,0.35,6,0.41,7,0.45,8,0.40,9,0.53,8,0.51,9,0.59,0.00
M,259,Wilson,5.5,5.5,Fulham,30,1.77,33,1.86,34,1.88,36,1.87,36,1.40,37,1.88,37,1.92,37,2.08,0.00
F,260,Al-Hamadi,5.0,5.0,Ipswich,9,0.65,12,0.66,11,0.74,11,0.70,9,0.56,5,0.40,5,0.36,5,0.43,0.00
D,261,Baggott,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,262,Broadhead,5.0,5.0,Ipswich,0,0.00,0,0.00,0,0.00,8,0.44,17,0.91,18,1.13,18,0.99,18,1.15,0.00
D,263,Burgess,4.0,4.0,Ipswich,16,0.47,20,0.38,22,0.60,22,0.53,25,0.54,25,0.80,27,0.65,29,1.03,0.00
M,264,Burns,4.9,4.9,Ipswich,0,0.00,0,0.00,19,0.83,38,1.57,43,1.69,43,1.95,42,1.69,41,1.91,0.00
M,265,Chaplin,5.5,5.5,Ipswich,36,2.11,34,1.68,34,1.89,31,1.69,27,1.45,25,1.51,25,1.35,25,1.59,0.00
D,266,Clarke,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,267,Davis,4.5,4.5,Ipswich,88,3.35,86,1.88,82,2.70,81,2.33,80,1.98,80,3.23,80,2.35,79,3.38,0.00
F,268,Delap,5.5,5.5,Ipswich,75,3.90,71,3.02,70,3.47,68,3.07,64,2.96,58,3.14,59,2.75,58,3.31,0.00
D,269,Edmundson,4.0,4.0,Ipswich,2,0.05,5,0.09,4,0.11,6,0.15,7,0.15,8,0.22,7,0.16,8,0.24,0.00
D,270,Greaves,4.0,4.0,Ipswich,82,2.40,77,1.30,75,1.93,74,1.68,72,1.37,71,2.27,72,1.62,72,2.35,0.01
M,271,Harness,5.0,5.0,Ipswich,30,1.54,27,1.20,26,1.35,24,1.19,21,1.00,18,0.97,21,1.04,19,1.05,0.00
F,272,Hirst,5.5,5.5,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,12,0.67,29,1.77,29,1.58,30,1.89,0.00
M,273,Humphreys,4.5,4.5,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,274,Hutchinson,5.5,5.5,Ipswich,72,3.19,68,2.53,66,2.85,63,2.60,59,2.34,58,2.68,58,2.31,58,2.73,0.00
D,275,Johnson,4.0,4.0,Ipswich,87,2.71,86,1.60,78,2.20,75,1.91,73,1.59,73,2.51,73,1.89,71,2.56,0.15
F,276,Ladapo,4.5,4.5,Ipswich,9,0.62,11,0.61,11,0.66,10,0.62,9,0.52,5,0.39,5,0.37,5,0.38,0.00
M,277,Luongo,4.5,4.5,Ipswich,42,1.53,39,1.28,37,1.31,38,1.31,35,1.21,37,1.38,39,1.31,39,1.46,0.00
M,278,Morsy,5.0,5.0,Ipswich,72,2.03,65,1.59,66,1.77,65,1.69,62,1.57,62,1.79,63,1.61,61,1.77,0.00
D,279,Ndaba,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,280,Slicker,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.04
M,281,Taylor,5.0,5.0,Ipswich,5,0.30,6,0.33,7,0.36,7,0.36,8,0.39,6,0.36,8,0.41,9,0.45,0.00
D,282,Tuanzebe,4.0,4.0,Ipswich,52,1.58,52,0.96,53,1.41,49,1.18,51,1.03,50,1.59,50,1.21,51,1.67,0.00
G,283,Walton,4.5,4.5,Ipswich,2,0.07,3,0.10,4,0.14,5,0.16,5,0.17,5,0.18,5,0.17,6,0.23,0.00
D,284,Woolfenden,4.0,4.0,Ipswich,56,1.49,56,0.90,56,1.33,59,1.26,55,0.98,57,1.69,56,1.22,54,1.66,0.00
M,285,B.Soumaré,4.5,4.5,Leicester,14,0.45,16,0.48,19,0.61,18,0.53,21,0.68,22,0.68,20,0.66,23,0.71,0.00
F,286,Cannon,4.5,4.5,Leicester,5,0.37,7,0.45,9,0.60,10,0.49,9,0.59,5,0.40,3,0.28,4,0.28,0.01
M,287,Choudhury,4.5,4.5,Leicester,19,0.60,22,0.68,25,0.80,26,0.75,28,0.86,28,0.87,29,0.91,32,0.97,0.00
D,288,Coady,4.0,4.0,Leicester,0,0.00,2,0.04,6,0.18,9,0.13,11,0.34,11,0.30,14,0.45,13,0.40,0.00
F,289,Daka,4.9,4.9,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,26,1.49,41,2.45,44,2.45,0.00
M,290,De Cordova-Reid,5.5,5.5,Leicester,59,2.69,55,2.32,56,2.88,54,1.90,55,2.68,54,2.61,54,2.77,52,2.64,0.00
D,291,Faes,4.0,4.0,Leicester,91,2.26,88,1.92,86,2.99,84,0.82,82,2.45,81,2.28,80,2.57,79,2.40,0.11
M,292,Golding,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,293,Hermansen,4.5,4.5,Leicester,94,3.25,92,3.12,92,3.49,91,2.94,90,3.29,91,3.31,89,3.35,88,3.26,0.00
G,294,Iversen,4.0,4.0,Leicester,1,0.04,2,0.08,3,0.12,4,0.13,4,0.16,4,0.15,6,0.21,6,0.22,0.03
D,295,Justin,4.5,4.5,Leicester,69,1.91,68,1.67,63,2.40,64,0.78,63,2.04,62,1.96,62,2.20,61,2.05,0.00
D,296,Kristiansen,4.5,4.5,Leicester,70,1.88,69,1.64,68,2.49,66,0.79,63,2.01,63,1.88,63,2.17,62,1.98,0.00
M,297,Marcal,4.5,4.5,Leicester,1,0.09,2,0.17,2,0.17,3,0.19,4,0.26,3,0.23,3,0.25,3,0.24,0.00
M,298,Mavididi,5.4,5.4,Leicester,27,1.49,38,1.78,38,2.26,40,1.57,38,2.22,37,1.99,32,1.94,35,1.99,0.08
M,299,McAteer,5.0,5.0,Leicester,8,0.50,9,0.52,10,0.61,11,0.51,11,0.66,12,0.70,10,0.65,11,0.69,0.00
M,300,Ndidi,5.0,5.0,Leicester,67,2.14,63,1.94,63,2.25,63,1.69,61,2.11,58,1.98,59,2.10,56,1.96,0.00
D,301,Okoli,4.0,4.0,Leicester,17,0.43,22,0.52,22,0.77,22,0.28,26,0.80,29,0.85,27,0.90,30,0.92,0.00
D,302,Ricardo,4.5,4.5,Leicester,27,0.82,28,0.80,31,1.28,32,0.49,32,1.13,34,1.17,33,1.28,32,1.17,0.00
D,303,Souttar,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,304,Stolarczyk,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
D,305,Thomas,4.0,4.0,Leicester,20,0.62,20,0.59,21,0.81,21,0.40,23,0.78,24,0.78,23,0.84,25,0.86,0.00
F,306,Vardy,5.6,5.6,Leicester,80,4.04,77,3.42,75,4.43,73,2.66,74,4.18,62,3.35,55,3.30,53,3.01,0.00
D,307,Vestergaard,4.0,4.0,Leicester,83,2.05,78,1.74,77,2.71,76,0.78,72,2.13,71,2.04,71,2.35,70,2.13,0.00
G,308,Ward,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0.00
M,309,Winks,4.5,4.5,Leicester,85,2.33,84,2.15,79,2.43,79,1.80,77,2.24,77,2.20,77,2.30,76,2.21,0.35
G,310,A.Becker,5.5,5.5,Liverpool,94,3.59,93,4.00,92,3.86,92,3.84,92,3.59,91,3.49,91,3.22,91,3.67,0.02
D,311,Alexander-Arnold,7.0,7.0,Liverpool,84,3.72,78,4.89,76,4.52,75,4.11,76,3.58,75,3.72,75,2.32,73,4.04,0.74
M,312,Bajcetic,4.5,4.5,Liverpool,1,0.07,2,0.12,3,0.17,4,0.19,3,0.17,5,0.23,5,0.23,6,0.27,0.00
D,313,Bradley,5.0,5.0,Liverpool,16,0.68,21,1.16,23,1.27,24,1.24,22,1.03,24,1.15,25,0.87,25,1.30,0.00
M,314,Carvalho,5.0,5.0,Brentford,32,1.97,30,1.18,29,1.34,31,1.71,28,1.57,30,1.40,31,1.85,32,1.54,0.00
M,315,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,316,Darwin,7.4,7.4,Liverpool,34,2.16,40,3.03,43,3.09,43,2.85,41,2.44,44,2.91,44,2.03,45,3.10,0.00
M,317,Diogo J.,7.6,7.6,Liverpool,70,4.22,63,4.83,59,4.43,58,3.83,57,3.45,55,3.75,56,2.52,54,3.84,0.33
M,318,Doak,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,319,Elliott,5.4,5.4,Liverpool,23,1.25,26,1.60,29,1.70,30,1.60,29,1.46,29,1.58,28,1.21,31,1.76,0.00
M,320,Endo,4.9,4.9,Liverpool,20,0.81,21,0.93,20,0.92,22,0.94,23,0.93,24,1.00,25,0.90,26,1.09,0.00
F,321,Gakpo,7.4,7.4,Liverpool,30,1.88,34,2.52,37,2.58,37,2.42,40,2.27,40,2.56,40,1.82,42,2.70,0.00
D,322,Gomez,4.9,4.9,Liverpool,7,0.21,8,0.30,11,0.40,13,0.45,14,0.46,15,0.51,18,0.44,18,0.68,0.00
M,323,Gravenberch,5.0,5.0,Liverpool,57,2.23,57,2.60,57,2.55,55,2.31,54,2.14,54,2.22,49,1.66,52,2.25,0.00
M,324,Jones,5.4,5.4,Liverpool,21,1.02,22,1.20,24,1.28,26,1.29,28,1.29,27,1.34,28,1.11,29,1.44,0.00
G,325,Kelleher,4.5,4.5,Liverpool,0,0.00,2,0.10,3,0.11,3,0.12,3,0.13,3,0.13,4,0.13,4,0.16,0.00
D,326,Konaté,5.0,5.0,Liverpool,68,2.17,59,2.64,60,2.56,57,2.26,55,1.95,56,1.89,56,1.29,56,2.21,0.00
M,327,Luis Díaz,7.5,7.5,Liverpool,68,3.84,66,4.77,64,4.44,64,3.98,65,3.66,65,4.08,62,2.66,61,3.96,0.00
M,328,M.Salah,12.5,12.5,Liverpool,86,6.03,81,7.48,80,7.18,78,6.06,77,5.18,76,6.05,78,3.90,75,6.39,0.20
M,329,Mac Allister,6.5,6.5,Liverpool,88,3.33,84,3.98,82,3.83,81,3.52,81,3.20,80,3.46,81,2.55,80,3.70,0.00
M,330,McConnell,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,331,Morton,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.06,0,0.00,0.00
D,332,N.Phillips,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,333,Quansah,4.4,4.4,Liverpool,26,0.95,37,1.72,38,1.68,40,1.69,42,1.58,40,1.47,40,1.05,41,1.70,0.23
D,334,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,335,Robertson,6.0,6.0,Liverpool,85,3.51,82,4.80,79,4.39,79,3.98,77,3.43,75,3.35,76,2.14,75,3.91,0.00
M,336,Szoboszlai,6.5,6.5,Liverpool,69,3.47,68,4.25,66,4.00,64,3.54,63,3.13,64,3.54,64,2.49,62,3.64,0.00
D,337,Tsimikas,4.9,4.9,Liverpool,8,0.35,11,0.59,15,0.76,15,0.72,16,0.71,18,0.82,16,0.50,16,0.83,0.00
D,338,Van den Berg,4.0,4.0,Brentford,19,0.78,15,0.23,13,0.28,14,0.47,17,0.66,15,0.37,17,0.72,18,0.57,0.00
D,339,Virgil,6.0,6.0,Liverpool,90,3.05,89,4.27,84,3.81,84,3.52,84,3.09,83,3.01,83,1.98,81,3.41,0.00
D,340,Akanji,5.5,5.5,Man City,59,2.42,58,3.01,56,2.01,56,2.12,55,2.81,57,2.68,56,3.04,57,2.44,0.00
D,341,Aké,5.4,5.4,Man City,53,2.39,51,2.79,53,2.08,54,2.21,54,2.93,55,2.74,54,3.14,54,2.50,0.00
M,342,Bernardo,6.6,6.6,Man City,63,3.08,51,2.99,49,2.10,54,2.64,51,3.00,51,2.72,53,3.38,50,2.60,0.00
M,343,Bobb,4.9,4.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.08,10,0.65,0.00
G,344,Carson,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,345,De Bruyne,9.6,9.6,Man City,77,5.06,69,5.25,68,3.56,65,4.10,64,4.92,63,4.30,60,5.19,63,4.13,0.00
M,346,Doku,6.5,6.5,Man City,55,3.25,46,3.07,47,2.34,45,2.57,46,3.08,45,2.74,45,3.33,44,2.56,0.00
G,347,Ederson M.,5.5,5.5,Man City,92,3.73,92,4.22,90,3.47,89,3.49,88,4.05,89,3.90,86,4.06,87,3.62,0.01
M,348,Foden,9.4,9.4,Man City,82,5.35,77,5.85,76,4.04,76,4.77,73,5.63,73,4.95,72,6.22,73,4.78,0.00
M,349,Grealish,6.5,6.5,Man City,34,2.06,37,2.54,37,1.83,36,2.05,39,2.65,39,2.34,38,2.80,37,2.14,0.00
D,350,Gvardiol,6.0,6.0,Man City,78,3.53,74,4.21,75,2.94,71,2.98,71,4.01,70,3.54,72,4.37,70,3.28,0.11
F,351,Haaland,15.1,15.0,Man City,89,6.82,83,7.70,81,4.88,79,5.89,78,7.21,77,6.03,77,8.01,76,5.64,0.86
F,352,J.Alvarez,7.0,7.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,353,João Cancelo,5.4,5.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,354,Kovačić,5.5,5.5,Man City,43,1.71,34,1.56,28,1.12,27,1.17,30,1.39,29,1.28,29,1.43,28,1.22,0.00
D,355,Lewis,4.5,4.5,Man City,38,1.72,17,0.91,13,0.52,15,0.66,16,0.83,16,0.81,18,1.01,16,0.76,0.03
M,356,Matheus N.,5.0,5.0,Man City,22,1.15,12,0.69,12,0.55,12,0.63,15,0.83,17,0.89,17,1.06,15,0.80,0.00
M,357,McAtee,4.9,4.9,Man City,3,0.26,3,0.33,3,0.27,5,0.42,6,0.55,6,0.49,6,0.60,6,0.46,0.00
G,358,Ortega Moreno,5.5,5.5,Man City,3,0.12,3,0.14,5,0.20,6,0.22,7,0.33,6,0.26,9,0.42,7,0.31,0.00
M,359,Phillips,5.0,5.0,Ipswich,52,1.74,54,1.61,54,1.75,54,1.66,55,1.62,51,1.72,53,1.65,52,1.78,0.00
M,360,Rodrigo,6.4,6.4,Man City,12,0.49,70,3.05,84,2.70,85,3.07,82,3.59,83,3.27,82,3.84,83,3.14,0.00
D,361,Rúben,5.5,5.5,Man City,65,2.72,62,3.24,62,2.25,63,2.42,64,3.30,63,2.97,62,3.38,60,2.62,0.00
D,362,Stones,5.5,5.5,Man City,43,1.90,52,2.78,53,1.98,53,2.12,52,2.77,52,2.51,53,2.96,55,2.45,0.00
D,363,Walker,5.4,5.4,Man City,50,2.15,65,3.43,64,2.37,65,2.52,63,3.33,63,3.02,60,3.37,64,2.82,0.00
M,364,Amad,5.0,5.0,Man Utd,62,2.81,46,2.53,38,1.87,34,1.77,32,1.54,36,2.08,35,1.83,34,1.78,0.00
M,365,Antony,5.9,5.9,Man Utd,12,0.65,10,0.62,11,0.58,12,0.70,12,0.61,12,0.76,12,0.67,14,0.76,0.00
